director_name,duration,movie_title,country,imdb_score
Werner Herzog,120,Rescue Dawn ,USA,7.3
Dan Fogelman,106,Danny Collins ,USA,7.1
Jay Duplass,83,"Jeff, Who Lives at Home ",USA,6.5
Luca Guadagnino,120,I Am Love ,Italy,7.0
John Putch,111,Atlas Shrugged II: The Strike ,USA,5.5
Peter Medak,100,Romeo Is Bleeding ,UK,6.6
Steven Soderbergh,89,The Limey ,USA,7.1
Paul Haggis,115,Crash ,Germany,7.9
Terence Davies,135,The House of Mirth ,UK,7.1
Harley Cokeliss,92,Malone ,USA,5.6
Victor Salva,120,Peaceful Warrior ,Germany,7.3
Tom Brady,97,Bucky Larson: Born to Be a Star ,USA,3.3
Spike Lee,135,Bamboozled ,USA,6.5
Jason Zada,93,The Forest ,USA,4.8
Franklin J. Schaffner,118,Sphinx ,USA,5.2
Noah Baumbach,97,While We're Young ,USA,6.3
Chris Weitz,98,A Better Life ,USA,7.2
David Cronenberg,98,Spider ,Canada,6.8
Eric Blakeney,101,Gun Shy ,USA,5.7
Douglas McGrath,132,Nicholas Nickleby ,UK,7.2
Ariel Vromen,106,The Iceman ,USA,6.9
"",55,Dekalog ,Poland,9.1
Rakesh Roshan,168,Krrish ,India,6.3
John Waters,87,Cecil B. DeMented ,France,6.2
William Friedkin,98,Killer Joe ,USA,6.7
Derrick Borte,96,The Joneses ,USA,6.5
Richard Kwietniowski,104,Owning Mahowny ,Canada,7.2
Bob Odenkirk,93,The Brothers Solomon ,USA,5.3
Kar-Wai Wong,95,My Blueberry Nights ,Hong Kong,6.7
John Turturro,119,Illuminata ,Spain,6.2
Guy Ritchie,89,Swept Away ,UK,3.6
Joshua Seftel,107,"War, Inc. ",USA,5.7
Stephen Chow,85,Shaolin Soccer ,Hong Kong,7.3
Vincent Gallo,93,The Brown Bunny ,USA,5.0
Claude Chabrol,101,The Swindle ,France,6.6
Jon Stewart,103,Rosewater ,USA,6.6
Bigas Luna,101,The Chambermaid on the Titanic ,France,6.8
Ralph Fiennes,123,Coriolanus ,UK,6.2
Dan Harris,111,Imaginary Heroes ,USA,7.3
Mel Smith,86,High Heels and Low Lifes ,UK,6.2
Bobcat Goldthwait,99,World's Greatest Dad ,USA,6.9
Christopher Smith,90,Severance ,UK,6.6
Stuart Gordon,82,Edmond ,USA,6.3
Jake Scott,110,Welcome to the Rileys ,UK,7.0
Alan Metter,83,Police Academy: Mission to Moscow ,USA,3.3
Jeb Stuart,128,Blood Done Sign My Name ,USA,6.7
Rafa Lara,125,"Cinco de Mayo, La Batalla ",Mexico,6.2
Michael Radford,97,Elsa & Fred ,USA,6.5
Arthur Hiller,86,An Alan Smithee Film: Burn Hollywood Burn ,USA,3.5
Michael Meredith,91,The Open Road ,USA,5.5
Julio DePietro,90,The Good Guy ,USA,5.9
Katherine Dieckmann,90,Motherhood ,USA,4.7
William Dear,94,Free Style ,Canada,4.2
Kim Farrant,112,Strangerland ,Australia,5.2
Marcus Raboy,85,The Janky Promoters ,USA,5.2
Scott Marshall,93,Blonde Ambition ,USA,3.9
Álex de la Iglesia,104,The Oxford Murders ,Spain,6.1
Andrew Traucki,94,The Reef ,Australia,5.8
Michael Clancy,85,Eulogy ,USA,6.7
Patrick Lussier,99,White Noise 2: The Light ,USA,5.7
Robert Adetuyi,91,You Got Served: Beat the World ,Canada,4.5
Kari Skogland,117,Fifty Dead Men Walking ,UK,6.9
Taedong Park,85,Jungle Shuffle ,South Korea,4.8
Paul Schrader,106,Adam Resurrected ,Germany,6.3
Benedikt Erlingsson,81,Of Horses and Men ,Iceland,6.9
Gurinder Chadha,100,It's a Wonderful Afterlife ,UK,5.4
Jason Connery,90,The Devil's Tomb ,USA,3.8
Vic Sarin,116,Partition ,Canada,7.0
Jim Issa,84,Good Intentions ,USA,5.2
Jee-woon Kim,135,"The Good, the Bad, the Weird ",South Korea,7.3
Douglas Aarniokoski,84,Nurse 3D ,USA,4.6
William Phillips,89,Gunless ,Canada,6.5
Greg Mottola,107,Adventureland ,USA,6.8
Andy Garcia,144,The Lost City ,USA,6.7
Steve Carr,98,Next Friday ,USA,6.1
Sarik Andreasyan,94,American Heist ,Canada,5.2
Lewis Gilbert,117,You Only Live Twice ,UK,6.9
Julian Gilbey,102,Plastic ,UK,6.0
Michael Haneke,127,Amour ,France,7.9
Gary Sherman,98,Poltergeist III ,USA,4.5
Valeri Milev,88,Re-Kill ,USA,5.1
Stanley Kramer,197,"It's a Mad, Mad, Mad, Mad World ",USA,7.6
Pedro Almodóvar,121,Volver ,Spain,7.6
Gerald Potterton,90,Heavy Metal ,Canada,6.7
Jared Hess,89,Gentlemen Broncos ,USA,6.1
Richard Loncraine,104,Richard III ,UK,7.5
David Hackl,94,Into the Grizzly Maze ,USA,5.3
Anurag Basu,90,Kites ,India,6.0
Lars von Trier,130,Melancholia ,Denmark,7.1
Kriv Stenders,92,Red Dog ,Australia,7.5
Yash Chopra,176,Jab Tak Hai Jaan ,India,6.9
Ridley Scott,116,Alien ,UK,8.5
Tobe Hooper,88,The Texas Chain Saw Massacre ,USA,7.5
Floria Sigismondi,106,The Runaways ,USA,6.6
Norman Jewison,181,Fiddler on the Roof ,USA,8.0
Terence Young,130,Thunderball ,UK,7.0
Joseph Kahn,93,Detention ,USA,5.8
Ferzan Ozpetek,110,Loose Cannons ,Italy,7.3
F. Gary Gray,123,Set It Off ,USA,6.8
Malcolm D. Lee,120,The Best Man ,USA,6.7
Tom Holland,87,Child's Play ,USA,6.5
Michael Moore,123,Sicko ,USA,8.0
James DeMonaco,103,The Purge: Anarchy ,USA,6.5
Kris Isacsson,91,Down to You ,USA,4.9
Danny Leiner,88,Harold & Kumar Go to White Castle ,USA,7.1
Rod Lurie,126,The Contender ,USA,7.0
Ben Younger,120,Boiler Room ,USA,7.0
John Landis,116,Trading Places ,USA,7.5
Glen Morgan,94,Black Christmas ,USA,4.5
Daniel Taplitz,85,Breakin' All the Rules ,USA,5.5
Kenneth Branagh,137,Henry V ,UK,7.7
Tamara Jenkins,114,The Savages ,USA,7.2
Linda Mendoza,76,Chasing Papi ,USA,4.8
Christopher McQuarrie,119,The Way of the Gun ,USA,6.7
Burr Steers,99,Igby Goes Down ,USA,7.0
Hart Bochner,79,PCU ,USA,6.5
Michael O. Sajbel,114,The Ultimate Gift ,USA,7.4
"",30,The Bold and the Beautiful ,USA,3.5
Stewart Raffill,91,The Ice Pirates ,USA,5.7
Davis Guggenheim,95,Gracie ,USA,6.2
Bart Freundlich,103,Trust the Man ,USA,5.7
Andrew Fleming,92,Hamlet 2 ,USA,6.4
Todd Haynes,124,Velvet Goldmine ,UK,7.0
Hong-jin Na,156,The Wailing ,South Korea,7.7
Kevin Tancharoen,84,Glee: The 3D Concert Movie ,USA,5.4
Chatrichalerm Yukol,300,The Legend of Suriyothai ,Thailand,6.6
Dario Argento,120,Two Evil Eyes ,Italy,6.1
Eric Lavaine,98,Barbecue ,France,6.1
Mike Leigh,121,All or Nothing ,UK,7.6
Marc Forby,97,Princess Kaiulani ,USA,6.2
Peter Cattaneo,86,Opal Dream ,Australia,6.6
Scott Mann,93,Heist ,USA,6.1
Ole Christian Madsen,45,Flame and Citron ,Denmark,7.3
Meiert Avis,97,Undiscovered ,Germany,4.2
Julian Jarrold,102,Red Riding: In the Year of Our Lord 1974 ,UK,7.1
André Téchiné,105,The Girl on the Train ,France,6.0
Emily Young,103,Veronika Decides to Die ,USA,6.5
Peter Faiman,93,Crocodile Dundee ,Australia,6.5
Martyn Pick,76,"Ultramarines: A Warhammer 40,000 Movie ",UK,5.7
Roland Suso Richter,90,The I Inside ,UK,6.1
Jeremy Sims,122,Beneath Hill 60 ,Australia,7.1
Maïwenn,127,Polisse ,France,7.3
Joby Harold,84,Awake ,USA,6.5
"",23,Star Wars: The Clone Wars ,USA,7.9
Ekachai Uekrongtham,96,Skin Trade ,Thailand,5.7
Joel Schumacher,97,The Lost Boys ,USA,7.2
Scott Cooper,112,Crazy Heart ,USA,7.3
Mark Rydell,125,The Rose ,USA,6.9
David E. Talbert,96,Baggage Claim ,USA,5.0
Roger Vadim,98,Barbarella ,France,5.9
Nils Gaup,92,Shipwrecked ,Norway,6.7
Alexander Payne,103,Election ,USA,7.3
Mira Nair,122,The Namesake ,USA,7.6
Ari Sandel,101,The DUFF ,USA,6.5
Vondie Curtis-Hall,104,Glitter ,USA,2.1
Tom Elkins,101,The Haunting in Connecticut 2: Ghosts of Georgia ,USA,5.3
Woo-Suk Kang,135,Silmido ,South Korea,7.2
Jane Campion,119,Bright Star ,UK,7.0
Karan Johar,128,My Name Is Khan ,India,8.0
Herbert Ross,107,Footloose ,USA,6.5
J.C. Chandor,106,All Is Lost ,USA,6.9
John Sayles,126,Limbo ,USA,7.1
Vipul Amrutlal Shah,128,Namastey London ,India,7.3
Ken Loach,127,The Wind That Shakes the Barley ,Ireland,7.5
Ayan Mukerji,160,Yeh Jawaani Hai Deewani ,India,6.9
John G. Avildsen,126,The Karate Kid ,USA,7.2
Mervyn LeRoy,171,Quo Vadis ,USA,7.2
Darren Lynn Bousman,150,Repo! The Genetic Opera ,USA,6.7
Serdar Akar,122,Valley of the Wolves: Iraq ,Turkey,6.0
Quentin Tarantino,178,Pulp Fiction ,USA,8.9
James Frawley,95,The Muppet Movie ,UK,7.7
Dan Gilroy,117,Nightcrawler ,USA,7.9
Jay Chandrasekhar,119,Club Dread ,USA,5.6
Robert Wise,174,The Sound of Music ,USA,8.0
Ron Howard,111,Splash ,USA,6.2
Jonathan Dayton,101,Little Miss Sunshine ,USA,7.9
Rob Reiner,89,Stand by Me ,USA,8.1
Danny Boyle,113,28 Days Later... ,UK,7.6
Chris Stokes,95,You Got Served ,USA,3.5
Don Siegel,112,Escape from Alcatraz ,USA,7.6
Rick Famuyiwa,109,Brown Sugar ,USA,6.5
Martin Lawrence,108,A Thin Line Between Love and Hate ,USA,5.6
Jonathan Levine,100,50/50 ,USA,7.7
Masayuki Ochiai,90,Shutter ,USA,5.2
George A. Romero,130,Creepshow ,USA,6.9
Tom Gormican,94,That Awkward Moment ,USA,6.1
Ken Shapiro,93,Modern Problems ,USA,5.0
Justin Tipping,80,Kicks ,USA,7.8
Kenneth Branagh,111,Much Ado About Nothing ,UK,7.4
Peter R. Hunt,142,On Her Majesty's Secret Service ,UK,6.8
"",60,The Player ,USA,7.1
Wes Craven,107,New Nightmare ,USA,6.4
John Schultz,91,Drive Me Crazy ,USA,5.7
Doug Atchison,112,Akeelah and the Bee ,USA,7.5
Tamra Davis,82,Half Baked ,USA,6.7
Jonas Elmer,97,New in Town ,USA,5.6
Stephen Gaghan,128,Syriana ,USA,7.0
Mary Harron,102,American Psycho ,USA,7.6
Miguel Arteta,93,The Good Girl ,USA,6.5
Erik Canuel,116,Bon Cop Bad Cop ,Canada,7.0
Troy Duffy,138,The Boondock Saints II: All Saints Day ,USA,6.3
James Ivory,117,The City of Your Final Destination ,USA,6.4
Nicole Holofcener,93,Enough Said ,USA,7.1
Will Gluck,92,Easy A ,USA,7.1
Matty Rich,110,The Inkwell ,USA,6.5
E. Elias Merhige,92,Shadow of the Vampire ,UK,6.9
Joe Nussbaum,104,Prom ,USA,5.4
Matt Reeves,98,The Pallbearer ,USA,4.9
Steve Rash,89,Held Up ,USA,5.1
Fina Torres,92,Woman on Top ,USA,5.3
James Ivory,140,Howards End ,UK,7.5
"",60,Preacher ,"",8.3
Duke Johnson,90,Anomalisa ,USA,7.3
Mike Leigh,129,Another Year ,UK,7.3
François Ozon,111,8 Women ,France,7.1
Mark L. Lester,79,Showdown in Little Tokyo ,USA,6.0
David Dobkin,104,Clay Pigeons ,Germany,6.6
Anna Boden,101,It's Kind of a Funny Story ,USA,7.2
Nigel Cole,113,Made in Dagenham ,UK,7.2
Anand Tucker,92,When Did You Last See Your Father? ,UK,6.9
Steve James,106,Prefontaine ,USA,6.8
Michael Winner,98,The Wicked Lady ,UK,4.0
Tomm Moore,75,The Secret of Kells ,France,7.7
John Carney,104,Begin Again ,USA,7.4
David Jacobson,108,Down in the Valley ,USA,6.5
Michael Corrente,99,Brooklyn Rules ,USA,6.4
Edward Hall,180,Restless ,UK,7.2
Keith Gordon,109,The Singing Detective ,USA,5.6
David Leland,111,The Land Girls ,UK,6.3
Andrew Currie,93,Fido ,Canada,6.8
Andrew Wilson,99,The Wendell Baker Story ,USA,5.5
Jonathan Lynn,98,Wild Target ,UK,6.9
Marc Schölermann,95,Pathology ,USA,6.0
"",142,Wuthering Heights ,UK,7.7
Robert Moresco,107,10th & Wolf ,USA,6.4
Thomas Vinterberg,102,Dear Wendy ,Italy,6.6
Claudia Llosa,97,Aloft ,Spain,5.3
Katsuhiro Ôtomo,124,Akira ,Japan,8.1
John Herzfeld,97,The Death and Life of Bobby Z ,USA,5.9
Charles Binamé,124,The Rocket: The Legend of Rocket Richard ,Canada,7.7
Keith Parmer,96,Swelter ,USA,4.6
Dennie Gordon,114,My Lucky Star ,China,5.1
Ol Parker,90,Imagine Me & You ,UK,6.9
Bruce Beresford,104,Mr. Church ,USA,8.0
François Ozon,102,Swimming Pool ,France,6.8
James Nunn,93,Green Street 3: Never Back Down ,UK,5.4
David Webb Peoples,90,The Blood of Heroes ,Australia,6.5
Michael Winnick,106,Code of Honor ,USA,4.2
Bruce Beresford,99,Driving Miss Daisy ,USA,7.4
George Tillman Jr.,115,Soul Food ,USA,6.9
Stanley Tong,89,Rumble in the Bronx ,Hong Kong,6.7
David Oelhoffen,101,Far from Men ,France,7.3
Jason Reitman,92,Thank You for Smoking ,USA,7.6
Eli Roth,94,Hostel: Part II ,USA,5.4
Lone Scherfig,100,An Education ,UK,7.3
Anand Tucker,106,Shopgirl ,USA,6.4
Tony Richardson,109,The Hotel New Hampshire ,UK,6.0
Joe Carnahan,105,Narc ,USA,7.2
Paul Gross,102,Men with Brooms ,Canada,6.0
Charles Robert Carner,97,Witless Protection ,USA,3.1
Russell Holt,118,The Work and the Glory ,USA,6.9
Mike Judge,92,Extract ,USA,6.2
Larry Charles,112,Masked and Anonymous ,USA,5.5
Claude Miller,103,Alias Betty ,France,6.9
Michael Winterbottom,93,Code 46 ,UK,6.3
Sacha Bennett,101,Outside Bet ,UK,4.8
Paul Haggis,115,Crash ,Germany,7.9
Rodrigo García,113,Albert Nobbs ,UK,6.7
Jeta Amata,95,Black November ,Nigeria,5.6
Siddharth Anand,153,Ta Ra Rum Pum ,USA,5.4
Vincent Paronnaud,89,Persepolis ,France,8.0
Joe Dante,92,The Hole ,USA,5.7
Dennis Gansel,107,The Wave ,Germany,7.6
Nicolas Winding Refn,118,The Neon Demon ,France,7.0
Daniel Barber,97,Harry Brown ,UK,7.2
Sam Raimi,156,Spider-Man 3 ,USA,6.2
Robert Marcarelli,100,The Omega Code ,USA,3.5
Jason Reitman,96,Juno ,USA,7.5
Ernie Barbarash,104,Pound of Flesh ,Canada,5.1
Guy Hamilton,120,Diamonds Are Forever ,UK,6.7
Francis Ford Coppola,175,The Godfather ,USA,9.2
Adrian Lyne,95,Flashdance ,USA,6.1
Marc Webb,95,500 Days of Summer ,USA,7.7
Jane Campion,121,The Piano ,New Zealand,7.6
Steven Soderbergh,110,Magic Mike ,USA,6.1
Jonathan Liebesman,96,Darkness Falls ,USA,4.9
Guy Hamilton,121,Live and Let Die ,UK,6.8
Jay Russell,95,My Dog Skip ,USA,7.0
Adam Brooks,112,"Definitely, Maybe ",Germany,7.2
Salim Akil,112,Jumping the Broom ,USA,5.7
Baz Luhrmann,143,The Great Gatsby ,Australia,7.3
George Clooney,93,"Good Night, and Good Luck. ",USA,7.5
Bennett Miller,110,Capote ,Canada,7.4
Robert Rodriguez,104,Desperado ,USA,7.2
Michael Winterbottom,115,The Claim ,UK,6.5
"",53,Fargo ,USA,9.0
Michael Anderson,119,Logan's Run ,USA,6.8
Guy Hamilton,125,The Man with the Golden Gun ,UK,6.8
Craig R. Baxley,96,Action Jackson ,USA,5.2
Neil Marshall,100,The Descent ,UK,7.2
Don Kempf,46,Michael Jordan to the Max ,USA,7.5
Matt Bettinelli-Olpin,89,Devil's Due ,USA,4.0
David O. Russell,92,Flirting with Disaster ,USA,6.8
Rob Zombie,109,The Devil's Rejects ,USA,6.9
"",44,Buffy the Vampire Slayer ,USA,8.2
Rick Famuyiwa,103,Dope ,USA,7.3
Michael Rymer,95,In Too Deep ,USA,6.1
Sam Mendes,143,Skyfall ,UK,7.8
Rob Zombie,105,House of 1000 Corpses ,USA,6.0
Sharron Miller,79,Alien Zone ,USA,4.1
Ethan Coen,106,A Serious Man ,USA,7.0
Aaron Schneider,100,Get Low ,USA,7.1
Steve Miner,103,Warlock ,USA,6.2
Gina Prince-Bythewood,116,Beyond the Lights ,USA,6.9
Tom Ford,99,A Single Man ,USA,7.6
Martin Scorsese,164,The Last Temptation of Christ ,USA,7.6
Michael Corrente,96,Outside Providence ,USA,6.4
Gurinder Chadha,122,Bride & Prejudice ,UK,6.2
Phillip Noyce,94,Rabbit-Proof Fence ,Australia,7.5
Don Michael Paul,93,Who's Your Caddy? ,USA,2.0
Tony Maylam,96,Split Second ,UK,6.2
"",60,Nikita ,USA,7.7
Mitch Davis,113,The Other Side of Heaven ,USA,6.5
"",60,Dark Angel ,USA,7.4
Yash Chopra,192,Veer-Zaara ,India,7.9
David Mamet,99,Redbelt ,USA,6.8
Jay Duplass,91,Cyrus ,USA,6.3
Kevin Brodie,100,A Dog of Flanders ,USA,6.3
Paul Schrader,105,Auto Focus ,USA,6.6
George Hickenlooper,99,Factory Girl ,USA,6.4
Lynne Ramsay,112,We Need to Talk About Kevin ,UK,7.5
John Stephenson,100,The Christmas Candle ,UK,5.8
Tim Chambers,99,The Mighty Macs ,USA,6.5
Curtis Hanson,100,Losin' It ,Canada,4.8
Rodrigo García,125,Mother and Child ,USA,7.2
Dick Richards,107,March or Die ,UK,6.3
Jean-Marie Poiré,107,Les visiteurs ,France,7.0
Sofia Coppola,97,Somewhere ,USA,6.3
Bob Gosse,105,I Hope They Serve Beer in Hell ,USA,5.3
Alex Zamm,95,Chairman of the Board ,USA,2.3
Spencer Susser,106,Hesher ,USA,7.1
Richard Shepard,93,Dom Hemingway ,UK,6.2
Gus Van Sant,103,Gerry ,USA,6.2
Thaddeus O'Sullivan,96,The Heart of Me ,UK,6.7
Peter Sollett,103,Freeheld ,USA,6.5
Shari Springer Berman,108,The Extra Man ,USA,5.9
Aleksey German,177,Hard to Be a God ,Russia,6.7
Stephen Milburn Anderson,118,Ca$h ,USA,6.0
Richard E. Grant,97,Wah-Wah ,UK,6.9
Troy Duffy,102,The Boondock Saints ,Canada,7.9
David Lam,92,Z Storm ,Hong Kong,5.3
Francis Ford Coppola,88,Twixt ,USA,4.8
Vladlen Barbe,80,Snow Queen ,Russia,5.3
Richard Rich,45,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,USA,6.0
Clint Eastwood,115,Pale Rider ,USA,7.3
Robert C. Cooper,97,Stargate: The Ark of Truth ,USA,7.4
Richard Linklater,102,Dazed and Confused ,USA,7.7
Kenny Ortega,111,High School Musical 2 ,USA,4.8
Kim Nguyen,96,Two Lovers and a Bear ,Canada,7.2
Jackie Earle Haley,94,Criminal Activities ,USA,5.8
Max Färberböck,125,Aimee & Jaguar ,Germany,7.3
Arie Posin,108,The Chumscrubber ,USA,7.0
Damian Nieman,101,Shade ,USA,6.4
Mark Tonderai,101,House at the End of the Street ,Canada,5.6
Denis Villeneuve,139,Incendies ,Canada,8.2
Gabriele Muccino,125,"Remember Me, My Love ",Italy,6.5
Ian Fitzgibbon,88,Perrier's Bounty ,Ireland,6.4
José Padilha,115,Elite Squad ,Brazil,8.1
John R. Leonetti,99,Annabelle ,USA,5.4
Rachel Perkins,88,Bran Nue Dae ,Australia,6.3
John Singleton,112,Boyz n the Hood ,USA,7.8
Luis Valdez,108,La Bamba ,USA,6.8
Alan Alda,107,The Four Seasons ,USA,7.2
Brian De Palma,104,Dressed to Kill ,USA,7.1
Stephen Sommers,108,The Adventures of Huck Finn ,USA,6.2
Doug Liman,102,Go ,USA,7.3
Nicole Holofcener,88,Friends with Money ,USA,5.9
Robert Wise,115,The Andromeda Strain ,USA,7.2
Louis Morneau,91,Bats ,USA,3.6
Caroline Link,141,Nowhere in Africa ,Germany,7.7
Steve McQueen,101,Shame ,UK,7.3
Matthew Vaughn,105,Layer Cake ,UK,7.4
Sterling Van Wagenen,100,The Work and the Glory II: American Zion ,USA,6.6
Zal Batmanglij,116,The East ,UK,6.9
Michael Mayer,97,A Home at the End of the World ,USA,6.8
Hans Petter Moland,106,Aberdeen ,UK,7.3
Oren Moverman,105,The Messenger ,USA,7.2
Ian Sharp,102,Tracker ,New Zealand,6.5
Anton Corbijn,122,Control ,UK,7.7
James Cameron,107,The Terminator ,UK,8.1
Wolfgang Becker,121,Good Bye Lenin! ,Germany,7.7
Tom Hooper,98,The Damned United ,UK,7.6
Dan O'Bannon,108,The Return of the Living Dead ,USA,7.3
"",55,Gomorrah ,Italy,8.7
Kevin Smith,123,Mallrats ,USA,7.2
Randal Kleiser,110,Grease ,USA,7.2
Oliver Stone,120,Platoon ,UK,8.1
Michael Moore,122,Fahrenheit 9/11 ,USA,7.5
George Roy Hill,110,Butch Cassidy and the Sundance Kid ,USA,8.1
Robert Stevenson,139,Mary Poppins ,USA,7.8
Robert Redford,124,Ordinary People ,USA,7.8
Frank Coraci,120,Around the World in 80 Days ,USA,5.8
Jerome Robbins,152,West Side Story ,USA,7.6
Harold Ramis,98,Caddyshack ,USA,7.4
Gary Hardwick,106,The Brothers ,USA,6.3
Rick Famuyiwa,106,The Wood ,USA,6.9
Bryan Singer,106,The Usual Suspects ,USA,8.6
Stephen Hopkins,89,A Nightmare on Elm Street 5: The Dream Child ,USA,5.1
Walt Becker,94,Van Wilder: Party Liaison ,Germany,6.4
Darren Aronofsky,109,The Wrestler ,USA,7.9
King Vidor,144,Duel in the Sun ,USA,6.9
Christopher Guest,90,Best in Show ,USA,7.5
John Carpenter,106,Escape from New York ,UK,7.2
Spike Lee,121,School Daze ,USA,5.8
Fred Savage,89,Daddy Day Camp ,USA,2.9
Sammo Kam-Bo Hung,86,Mr. Nice Guy ,Hong Kong,6.2
Christopher Guest,91,A Mighty Wind ,USA,7.3
Donald Petrie,104,Mystic Pizza ,USA,6.2
"","",War & Peace ,UK,8.2
Peter Howitt,99,Sliding Doors ,UK,6.8
Rusty Cundieff,98,Tales from the Hood ,USA,6.1
Kevin Macdonald,121,The Last King of Scotland ,UK,7.7
Dominique Othenin-Girard,96,Halloween 5 ,USA,5.2
Richard Linklater,99,Bernie ,USA,6.8
Jean-Jacques Mantello,42,Dolphins and Whales 3D: Tribes of the Ocean ,UK,6.5
Ed Harris,122,Pollock ,USA,7.0
Risa Bramon Garcia,101,200 Cigarettes ,USA,5.9
Brian Klugman,102,The Words ,USA,7.1
Matt Piedmont,84,Casa de mi Padre ,USA,5.5
Raymond De Felitta,104,City Island ,USA,7.4
John Michael McDonagh,96,The Guard ,Ireland,7.3
Deb Hagan,94,College ,USA,4.6
Sofia Coppola,90,The Virgin Suicides ,USA,7.2
Mark Herman,97,Little Voice ,UK,7.0
Zach Cregger,90,Miss March ,USA,5.1
Zach Braff,106,Wish I Was Here ,USA,6.7
Mark Tarlov,96,Simply Irresistible ,Germany,5.3
"",44,Veronica Mars ,USA,8.4
John Cameron Mitchell,95,Hedwig and the Angry Inch ,USA,7.8
Sheldon Lettich,99,Only the Strong ,USA,6.7
Jon Knautz,93,Goddess of Love ,USA,5.4
Billy Ray,99,Shattered Glass ,USA,7.2
David Atkins,95,Novocaine ,USA,5.8
Patrick Stettner,84,The Business of Strangers ,USA,6.4
Sam Peckinpah,144,The Wild Bunch ,USA,8.0
Jonathan Levine,99,The Wackness ,USA,7.0
Michael Crichton,110,The Great Train Robbery ,UK,7.0
Lynne Ramsay,97,Morvern Callar ,UK,6.7
Sylvio Tabet,107,Beastmaster 2: Through the Portal of Time ,USA,3.8
Rick Bieber,90,The 5th Quarter ,USA,5.7
Claude Chabrol,104,The Flower of Evil ,France,6.6
Shana Feste,96,The Greatest ,USA,6.7
Wayne Wang,104,Snow Flower and the Secret Fan ,China,6.1
Joey Lauren Adams,97,Come Early Morning ,USA,6.2
Peter Cattaneo,107,Lucky Break ,UK,6.2
Fred Zinnemann,117,Julia ,USA,7.4
S.R. Bindler,85,"Surfer, Dude ",USA,4.7
Tony Kaye,152,Lake of Fire ,USA,8.3
Greg Marcks,85,11:14 ,USA,7.2
Perry Lang,76,Men of War ,USA,5.8
Jake Goldberger,87,Don McKay ,USA,5.9
Stefan Ruzowitzky,95,Deadfall ,USA,6.3
Vic Sarin,101,A Shine of Rainbows ,Canada,7.2
William Kaufman,90,The Hit List ,USA,5.4
"",240,Emma ,UK,8.2
David Cronenberg,89,Videodrome ,Canada,7.3
Cédric Klapisch,111,L'auberge espagnole ,France,7.3
Kate Barker-Froyland,86,Song One ,USA,5.8
Barbet Schroeder,115,Murder by Numbers ,USA,6.1
Martin Koolhoven,103,Winter in Wartime ,Netherlands,7.1
Charles Matthau,90,Freaky Deaky ,USA,6.5
John Frankenheimer,133,The Train ,France,7.9
Christopher M. Bessette,88,Trade of Innocents ,USA,5.4
Prachya Pinkaew,111,The Protector ,Thailand,7.1
Gary Sinyor,94,Stiff Upper Lips ,UK,6.4
"",25,The Inbetweeners ,UK,8.4
Gurinder Chadha,112,Bend It Like Beckham ,UK,6.7
John Sayles,141,Sunshine State ,USA,6.9
Preston A. Whitmore II,95,Crossover ,USA,2.1
Ashish R. Mohan,141,Khiladi 786 ,India,4.3
Jaume Balagueró,85,[Rec] 2 ,Spain,6.6
Stewart Raffill,105,Standing Ovation ,USA,3.4
George Roy Hill,129,The Sting ,USA,8.3
Hugh Hudson,125,Chariots of Fire ,UK,7.2
Darren Grant,116,Diary of a Mad Black Woman ,USA,5.6
Scott Hicks,105,Shine ,Australia,7.7
Joseph Gordon-Levitt,90,Don Jon ,USA,6.6
Clint Eastwood,105,High Plains Drifter ,USA,7.6
Terry Zwigoff,111,Ghost World ,USA,7.4
Richard Eyre,91,Iris ,UK,7.1
William Sachs,95,Galaxina ,USA,3.4
Christophe Barratier,97,The Chorus ,France,7.9
Émile Gaudreault,92,Mambo Italiano ,Canada,6.7
James Cox,104,Wonderland ,USA,6.6
Spike Lee,120,Do the Right Thing ,USA,7.9
James Toback,99,Harvard Man ,USA,4.9
Aki Kaurismäki,93,Le Havre ,Finland,7.2
Gaspar Noé,99,Irreversible ,France,7.4
Hitoshi Matsumoto,99,R100 ,Japan,6.1
Rakeysh Omprakash Mehra,157,Rang De Basanti ,India,8.4
Collin Schiffli,90,Animals ,USA,6.2
George Ratliff,96,Salvation Boulevard ,USA,5.3
David Wain,96,The Ten ,USA,5.0
Shane Meadows,90,A Room for Romeo Brass ,UK,7.7
Morten Tyldum,100,Headhunters ,Norway,7.6
Jon Wright,94,Grabbers ,UK,6.3
